mcm;origin;destination;mobility;upmob;dowmob
3.53388639;1;1;1;1;1
3.288117712;1;1;1;1;1
3.418864162;1;1;1;1;1
3.566785471;1;1;1;1;1
3.252226125;1;1;1;1;1
3.300477863;1;1;1;1;1
3.313396641;1;1;1;1;1
3.220456856;1;1;1;1;1
3.260018984;1;1;1;1;1
3.334108579;1;1;1;1;1
3.274338206;1;1;1;1;1
3.44428613;1;1;1;1;1
3.427349675;1;1;1;1;1
3.386783663;1;1;1;1;1
3.483938198;1;1;1;1;1
3.417494215;1;1;1;1;1
3.291219104;1;1;1;1;1
3.399736517;1;1;1;1;1
3.44911833;1;1;1;1;1
3.26241109;1;1;1;1;1
3.434747924;1;1;1;1;1
3.433443725;1;1;1;1;1
3.385226817;1;1;1;1;1
3.4407236;1;1;1;1;1
3.545078321;1;1;1;1;1
3.453636589;1;1;1;1;1
3.360082684;1;1;1;1;1
3.592583617;1;1;1;1;1
3.314726038;1;1;1;1;1
3.411109974;1;1;1;1;1
3.248413177;1;1;1;1;1
3.540940674;1;1;1;1;1
3.416554821;1;1;1;1;1
3.369603091;1;1;1;1;1
3.368111541;1;1;1;1;1
3.351963888;1;1;1;1;1
3.306771497;1;1;1;1;1
3.296526539;1;1;1;1;1
3.395352828;1;1;1;1;1
3.429648646;1;1;1;1;1
3.341437776;1;1;1;1;1
3.359289307;1;1;1;1;1
3.332591399;1;1;1;1;1
3.487707874;1;1;1;1;1
3.49846787;1;1;1;1;1
3.433250225;1;1;1;1;1
3.327983156;1;1;1;1;1
3.367991885;1;1;1;1;1
3.387026214;1;1;1;1;1
3.322226322;1;1;1;1;1
3.442136445;1;1;1;1;1
3.480087106;1;1;1;1;1
3.379996666;1;1;1;1;1
3.365707942;1;1;1;1;1
3.430983143;1;1;1;1;1
3.383458811;1;1;1;1;1
3.431361643;1;1;1;1;1
3.32303523;1;1;1;1;1
3.372835042;1;1;1;1;1
3.467248942;1;1;1;1;1
3.30534346;1;1;1;1;1
3.257630342;1;1;1;1;1
3.526771488;1;1;1;1;1
3.287133708;1;1;1;1;1
3.129148581;1;1;1;1;1
3.294778416;1;1;1;1;1
3.30480612;1;1;1;1;1
3.493842474;1;1;1;1;1
3.371744355;1;1;1;1;1
3.400131544;1;1;1;1;1
3.505703517;1;1;1;1;1
3.365847647;1;1;1;1;1
3.591879739;1;1;1;1;1
3.565012523;1;1;1;1;1
3.515353765;1;1;1;1;1
3.428074541;1;1;1;1;1
3.284560897;1;1;1;1;1
3.410130564;1;1;1;1;1
3.267993369;1;1;1;1;1
3.406909197;1;1;1;1;1
3.398687993;1;1;1;1;1
3.318130955;1;1;1;1;1
3.520595956;1;1;1;1;1
3.543889033;1;1;1;1;1
3.585473853;1;1;1;1;1
3.423592981;1;1;1;1;1
3.541493023;1;1;1;1;1
3.440698057;1;1;1;1;1
3.500013407;1;1;1;1;1
3.485741987;1;1;1;1;1
3.344316212;1;1;1;1;1
3.450613934;1;1;1;1;1
3.34603476;1;1;1;1;1
3.500162153;1;1;1;1;1
3.46823501;1;1;1;1;1
3.350284282;1;1;1;1;1
3.14596092;1;1;1;1;1
3.427270521;1;1;1;1;1
3.352365944;1;1;1;1;1
3.399007798;1;1;1;1;1
3.459547827;1;1;1;1;1
3.236995121;1;1;1;1;1
3.403502593;1;1;1;1;1
3.507505976;1;1;1;1;1
3.506217672;1;1;1;1;1
3.476197145;1;1;1;1;1
3.406258259;1;1;1;1;1
3.279807814;1;1;1;1;1
3.410956106;1;1;1;1;1
3.502100036;1;1;1;1;1
3.375401879;1;1;1;1;1
3.358191747;1;1;1;1;1
3.509933357;1;1;1;1;1
3.349781761;1;1;1;1;1
3.291770039;1;1;1;1;1
3.346298147;1;1;1;1;1
3.49311074;1;1;1;1;1
3.50395794;1;1;1;1;1
3.324827648;1;1;1;1;1
3.454676952;1;1;1;1;1
3.365817547;1;1;1;1;1
3.192669445;1;1;1;1;1
3.359558619;1;1;1;1;1
3.458036146;1;1;1;1;1
3.317049081;1;1;1;1;1
3.43225079;1;1;1;1;1
3.350682012;1;1;1;1;1
3.348270701;1;1;1;1;1
3.404235122;1;1;1;1;1
3.370568463;1;1;1;1;1
3.523386918;1;1;1;1;1
3.378779162;1;1;1;1;1
3.489148422;1;1;1;1;1
3.345846981;1;1;1;1;1
3.260499984;1;1;1;1;1
3.323979275;1;1;1;1;1
3.431822249;1;1;1;1;1
3.380091058;1;1;1;1;1
3.628433879;1;1;1;1;1
3.378783846;1;1;1;1;1
3.490574753;1;1;1;1;1
3.574279627;1;1;1;1;1
3.389657999;1;1;1;1;1
3.300717171;1;1;1;1;1
3.652219848;1;1;1;1;1
3.622528974;1;1;1;1;1
3.313536776;1;1;1;1;1
3.369551616;1;1;1;1;1
3.462838187;1;1;1;1;1
3.395618414;1;1;1;1;1
3.481526083;1;1;1;1;1
3.356281562;1;1;1;1;1
3.512994044;1;1;1;1;1
3.486940697;1;1;1;1;1
3.441369405;1;1;1;1;1
3.388645581;1;1;1;1;1
3.44329195;1;1;1;1;1
3.424694324;1;1;1;1;1
3.391753037;1;1;1;1;1
3.386141927;1;1;1;1;1
3.408003232;1;1;1;1;1
3.434578183;1;1;1;1;1
3.368666534;1;1;1;1;1
3.455053332;1;1;1;1;1
3.374225226;1;1;1;1;1
3.224214741;1;1;1;1;1
3.466443833;1;1;1;1;1
3.340350713;1;1;1;1;1
3.318600484;1;1;1;1;1
3.470180346;1;1;1;1;1
3.420835106;1;1;1;1;1
3.64349284;1;1;1;1;1
3.440011255;1;1;1;1;1
3.465370858;1;1;1;1;1
3.529752223;1;1;1;1;1
3.429253382;1;1;1;1;1
3.414984005;1;1;1;1;1
3.447270419;1;1;1;1;1
3.516716106;1;1;1;1;1
3.290581634;1;1;1;1;1
3.59246423;1;1;1;1;1
3.353645012;1;1;1;1;1
3.61443134;1;1;1;1;1
3.430825372;1;1;1;1;1
3.305427624;1;1;1;1;1
3.389471531;1;1;1;1;1
3.465278949;1;1;1;1;1
3.435361205;1;1;1;1;1
3.39122657;1;1;1;1;1
3.30220681;1;1;1;1;1
3.344826576;1;1;1;1;1
3.520217429;1;1;1;1;1
3.29535077;1;1;1;1;1
3.443466139;1;1;1;1;1
3.198672439;1;1;1;1;1
3.499345175;1;1;1;1;1
3.547023954;1;1;1;1;1
3.477202729;1;1;1;1;1
3.288616095;1;1;1;1;1
3.457089656;1;1;1;1;1
3.132455744;1;1;1;1;1
3.406970689;1;1;1;1;1
3.324970204;1;1;1;1;1
3.485585401;1;1;1;1;1
3.474751797;1;1;1;1;1
3.387866943;1;1;1;1;1
3.24677504;1;1;1;1;1
3.382764406;1;1;1;1;1
3.450785625;1;1;1;1;1
3.442348092;1;1;1;1;1
3.560383842;1;1;1;1;1
3.432357033;1;1;1;1;1
3.354024891;1;1;1;1;1
3.395183987;1;1;1;1;1
3.397913732;1;1;1;1;1
3.44795737;1;1;1;1;1
3.452458355;1;1;1;1;1
3.347181555;1;1;1;1;1
3.449092084;1;1;1;1;1
3.497925603;1;1;1;1;1
3.48657162;1;1;1;1;1
3.379843862;1;1;1;1;1
3.354083381;1;1;1;1;1
3.279292278;1;1;1;1;1
3.353108278;1;1;1;1;1
3.37819404;1;1;1;1;1
3.239191941;1;1;1;1;1
3.333362922;1;1;1;1;1
3.576542114;1;1;1;1;1
3.371234071;1;1;1;1;1
3.354582637;1;1;1;1;1
3.244973694;1;1;1;1;1
3.420201326;1;1;1;1;1
3.325727438;1;1;1;1;1
3.338700691;1;1;1;1;1
3.276022512;1;1;1;1;1
3.34790378;1;1;1;1;1
3.302189885;1;1;1;1;1
3.262307125;1;1;1;1;1
3.455573661;1;1;1;1;1
3.330568877;1;1;1;1;1
3.462126136;1;1;1;1;1
3.453529465;1;1;1;1;1
3.447939021;1;1;1;1;1
3.409633301;1;1;1;1;1
3.413222181;1;1;1;1;1
3.420806029;1;1;1;1;1
3.319375615;1;1;1;1;1
3.54011956;1;1;1;1;1
3.398678211;1;1;1;1;1
3.243835177;1;1;1;1;1
3.259312162;1;1;1;1;1
3.301185963;1;1;1;1;1
3.57364297;1;1;1;1;1
3.225226847;1;1;1;1;1
3.350400349;1;1;1;1;1
3.679927272;1;1;1;1;1
3.516296954;1;1;1;1;1
3.30852808;1;1;1;1;1
3.449917118;1;1;1;1;1
3.34339134;1;1;1;1;1
3.326190229;1;1;1;1;1
3.430801351;1;1;1;1;1
3.455055968;1;1;1;1;1
3.424979827;1;1;1;1;1
3.35577496;1;1;1;1;1
3.417736901;1;1;1;1;1
3.386495595;1;1;1;1;1
3.438262077;1;1;1;1;1
3.623380519;1;1;1;1;1
3.470056336;1;1;1;1;1
3.367649664;1;1;1;1;1
3.303755777;1;1;1;1;1
3.43614526;1;1;1;1;1
3.360338322;1;1;1;1;1
3.329888922;1;1;1;1;1
3.461062741;1;1;1;1;1
3.635765307;1;1;1;1;1
3.419839967;1;1;1;1;1
3.187332685;1;1;1;1;1
3.486601716;1;1;1;1;1
3.544511414;1;1;1;1;1
3.486635425;1;1;1;1;1
3.316986725;1;1;1;1;1
3.283618765;1;1;1;1;1
3.471230629;1;1;1;1;1
3.533389712;1;1;1;1;1
3.347629416;1;1;1;1;1
3.491399033;1;1;1;1;1
3.266106832;1;1;1;1;1
3.578342099;1;1;1;1;1
3.278212502;1;1;1;1;1
3.427585517;1;1;1;1;1
3.548005527;1;1;1;1;1
3.475806152;1;1;1;1;1
3.612392593;1;1;1;1;1
3.489761959;1;1;1;1;1
3.384754988;1;1;1;1;1
3.498878607;1;1;1;1;1
3.279856929;1;1;1;1;1
3.373776023;1;1;1;1;1
3.454145382;1;1;1;1;1
3.431079424;1;1;1;1;1
3.331482348;1;1;1;1;1
3.340710332;1;1;1;1;1
3.271609684;1;1;1;1;1
3.339875748;1;1;1;1;1
3.38750529;1;1;1;1;1
3.401584115;1;1;1;1;1
3.407976928;1;1;1;1;1
3.377762229;1;1;1;1;1
3.268552872;1;1;1;1;1
3.490968015;1;1;1;1;1
3.499549603;1;1;1;1;1
3.250800319;1;1;1;1;1
3.544708632;1;1;1;1;1
3.503226812;1;1;1;1;1
3.453253939;1;1;1;1;1
3.225100434;1;1;1;1;1
3.327011082;1;1;1;1;1
3.396877313;1;1;1;1;1
3.448821933;1;1;1;1;1
3.342126725;1;1;1;1;1
3.53392386;1;1;1;1;1
3.330274956;1;1;1;1;1
3.391154858;1;1;1;1;1
3.467195798;1;1;1;1;1
3.377214311;1;1;1;1;1
3.469571881;1;1;1;1;1
3.211133431;1;1;1;1;1
3.35619639;1;1;1;1;1
3.501196543;1;1;1;1;1
3.433611854;1;1;1;1;1
3.494760915;1;1;1;1;1
3.324883577;1;1;1;1;1
3.246773792;1;1;1;1;1
3.398459122;1;1;1;1;1
3.421958116;1;1;1;1;1
3.371408109;1;1;1;1;1
3.393781504;1;1;1;1;1
3.264580214;1;1;1;1;1
3.419170274;1;1;1;1;1
3.388804407;1;1;1;1;1
3.382092395;1;1;1;1;1
3.389438146;1;1;1;1;1
3.49805652;1;1;1;1;1
3.596548728;1;1;1;1;1
3.343884034;1;1;1;1;1
3.426075169;1;1;1;1;1
3.374035451;1;1;1;1;1
3.483467359;1;1;1;1;1
3.397218144;1;1;1;1;1
3.487977166;1;1;1;1;1
3.378521454;1;1;1;1;1
3.534810307;1;1;1;1;1
3.425235233;1;1;1;1;1
3.420532583;1;1;1;1;1
3.418335556;1;1;1;1;1
3.427239493;1;1;1;1;1
3.428963053;1;1;1;1;1
3.464367961;1;1;1;1;1
3.423369663;1;1;1;1;1
3.39412113;1;1;1;1;1
3.352361612;1;1;1;1;1
3.515981902;1;1;1;1;1
3.401265412;1;1;1;1;1
3.396915047;1;1;1;1;1
3.310325682;1;1;1;1;1
3.379152404;1;1;1;1;1
3.385196241;1;1;1;1;1
3.183408426;1;1;1;1;1
3.542354344;1;1;1;1;1
3.525875787;1;1;1;1;1
3.447814811;1;1;1;1;1
3.375984671;1;1;1;1;1
3.478473372;1;1;1;1;1
3.430112669;1;1;1;1;1
3.276393843;1;1;1;1;1
3.379546831;1;1;1;1;1
3.34429507;1;1;1;1;1
3.243590483;1;1;1;1;1
3.411986758;1;1;1;1;1
3.456296579;1;1;1;1;1
3.307526609;1;1;1;1;1
3.444013729;1;1;1;1;1
3.461229429;1;1;1;1;1
3.472659077;1;1;1;1;1
3.431344073;1;1;1;1;1
3.247897342;1;1;1;1;1
3.446311504;1;1;1;1;1
3.421535705;1;1;1;1;1
3.386311623;1;1;1;1;1
3.430062131;1;1;1;1;1
3.344947291;1;1;1;1;1
3.33172711;1;1;1;1;1
3.386659471;1;1;1;1;1
3.340645361;1;1;1;1;1
3.345881075;1;1;1;1;1
3.369825459;1;1;1;1;1
3.265981768;1;1;1;1;1
3.451824235;1;1;1;1;1
3.318929239;1;1;1;1;1
3.449413527;1;1;1;1;1
3.269170375;1;1;1;1;1
3.397052385;1;1;1;1;1
3.523620241;1;1;1;1;1
3.33101598;1;1;1;1;1
3.601499987;1;1;1;1;1
3.416562985;1;1;1;1;1
3.473555324;1;1;1;1;1
3.360707179;1;1;1;1;1
3.364613464;1;1;1;1;1
3.389750114;1;1;1;1;1
3.344434648;1;1;1;1;1
3.295962721;1;1;1;1;1
3.38379625;1;1;1;1;1
3.495076746;1;1;1;1;1
3.371332171;1;1;1;1;1
3.41907835;1;1;1;1;1
3.417545869;1;1;1;1;1
3.555452955;1;1;1;1;1
3.270737378;1;1;1;1;1
3.339845687;1;1;1;1;1
3.509011287;1;1;1;1;1
3.434899273;1;1;1;1;1
3.407245712;1;1;1;1;1
3.5001727;1;1;1;1;1
3.226697315;1;1;1;1;1
3.366635854;1;1;1;1;1
3.395542556;1;1;1;1;1
3.466911946;1;1;1;1;1
3.436571667;1;1;1;1;1
3.39562912;1;1;1;1;1
3.400055513;1;1;1;1;1
3.335113926;1;1;1;1;1
3.33817674;1;1;1;1;1
3.317094236;1;1;1;1;1
3.28319093;1;1;1;1;1
3.27552582;1;1;1;1;1
3.220378954;1;1;1;1;1
3.189005307;1;1;1;1;1
3.402127851;1;1;1;1;1
3.583508228;1;1;1;1;1
3.34770458;1;1;1;1;1
3.433710451;1;1;1;1;1
3.401330598;1;1;1;1;1
3.462134262;1;1;1;1;1
3.442119693;1;1;1;1;1
3.44289238;1;1;1;1;1
3.427758868;1;1;1;1;1
3.482898039;1;1;1;1;1
3.101154886;1;1;1;1;1
3.32447664;1;1;1;1;1
3.443767853;1;1;1;1;1
3.341992634;1;1;1;1;1
3.309108233;1;1;1;1;1
3.39032216;1;1;1;1;1
3.583192758;1;1;1;1;1
3.309629468;1;1;1;1;1
3.669379763;1;1;1;1;1
3.455996405;1;1;1;1;1
3.642483854;1;1;1;1;1
3.377807165;1;1;1;1;1
3.176127746;1;1;1;1;1
3.31003342;1;1;1;1;1
3.538066991;1;1;1;1;1
3.24767719;1;1;1;1;1
3.303906531;1;1;1;1;1
3.209604869;1;1;1;1;1
3.245023538;1;1;1;1;1
3.227079654;1;1;1;1;1
3.327717515;1;1;1;1;1
3.363334537;1;1;1;1;1
3.291622048;1;1;1;1;1
3.410206719;1;1;1;1;1
3.338072573;1;1;1;1;1
3.481575952;1;1;1;1;1
3.499272937;1;1;1;1;1
3.410625757;1;1;1;1;1
3.171400578;1;1;1;1;1
3.383217671;1;1;1;1;1
3.289281483;1;1;1;1;1
3.437420572;1;1;1;1;1
3.559598009;1;1;1;1;1
3.369717383;1;1;1;1;1
3.431082865;1;1;1;1;1
3.498592199;1;1;1;1;1
3.293618015;1;1;1;1;1
3.525032785;1;1;1;1;1
3.306163892;1;1;1;1;1
3.380425502;1;1;1;1;1
3.555527051;1;1;1;1;1
3.360000187;1;1;1;1;1
3.521348245;1;1;1;1;1
3.311038041;1;1;1;1;1
3.389281328;1;1;1;1;1
3.226090232;1;1;1;1;1
3.454462168;1;1;1;1;1
3.448951941;1;1;1;1;1
3.251257867;1;1;1;1;1
3.355972915;1;1;1;1;1
3.604326367;1;1;1;1;1
3.478962157;1;1;1;1;1
3.418473001;1;1;1;1;1
3.433330531;1;1;1;1;1
3.388894287;1;1;1;1;1
3.138384289;1;1;1;1;1
3.422099558;1;1;1;1;1
3.356612017;1;1;1;1;1
3.287941221;1;1;1;1;1
3.372611742;1;1;1;1;1
3.191921379;1;1;1;1;1
3.322042407;1;1;1;1;1
3.311858478;1;1;1;1;1
3.540169998;1;1;1;1;1
3.252901769;1;1;1;1;1
3.393734635;1;1;1;1;1
3.222897681;1;1;1;1;1
3.386191415;1;1;1;1;1
3.413401573;1;1;1;1;1
3.425449396;1;1;1;1;1
3.432927814;1;1;1;1;1
3.337180658;1;1;1;1;1
3.376993828;1;1;1;1;1
3.258706853;1;1;1;1;1
3.337366651;1;1;1;1;1
3.301088187;1;1;1;1;1
3.624481733;1;1;1;1;1
3.342406768;1;1;1;1;1
3.438548551;1;1;1;1;1
3.424337846;1;1;1;1;1
3.481659557;1;1;1;1;1
3.590136234;1;1;1;1;1
3.52110511;1;1;1;1;1
3.340311016;1;1;1;1;1
3.334872322;1;1;1;1;1
3.472632583;1;1;1;1;1
3.161553711;1;1;1;1;1
3.388148045;1;1;1;1;1
3.530800136;1;1;1;1;1
3.378986402;1;1;1;1;1
3.405667338;1;1;1;1;1
3.31948483;1;1;1;1;1
3.479769323;1;1;1;1;1
3.280651268;1;1;1;1;1
3.336858918;1;1;1;1;1
3.434551636;1;1;1;1;1
3.561591471;1;1;1;1;1
3.296662595;1;1;1;1;1
3.361086168;1;1;1;1;1
3.477353496;1;1;1;1;1
3.349328655;1;1;1;1;1
3.547031608;1;1;1;1;1
3.265042583;1;1;1;1;1
3.335826574;1;1;1;1;1
3.458558267;1;1;1;1;1
3.416134838;1;1;1;1;1
3.377210077;1;1;1;1;1
3.437492943;1;1;1;1;1
3.251174784;1;1;1;1;1
3.408965573;1;1;1;1;1
3.361646171;1;1;1;1;1
3.38598401;1;1;1;1;1
3.366038949;1;1;1;1;1
3.485537575;1;1;1;1;1
3.508459547;1;1;1;1;1
3.578125361;1;1;1;1;1
3.475864445;1;1;1;1;1
3.46766976;1;1;1;1;1
3.358482562;1;1;1;1;1
3.452819738;1;1;1;1;1
3.501528723;1;1;1;1;1
3.435573639;1;1;1;1;1
3.571274203;1;1;1;1;1
3.330793678;1;1;1;1;1
3.274975521;1;1;1;1;1
3.391779994;1;1;1;1;1
3.255696526;1;1;1;1;1
3.474171736;1;1;1;1;1
3.359009776;1;1;1;1;1
3.291262029;1;1;1;1;1
3.505398241;1;1;1;1;1
3.479587682;1;1;1;1;1
3.370513038;1;1;1;1;1
3.371404591;1;1;1;1;1
3.513107348;1;1;1;1;1
3.373310208;1;1;1;1;1
3.476712299;1;1;1;1;1
3.480333538;1;1;1;1;1
3.360820844;1;1;1;1;1
3.495101887;1;1;1;1;1
3.235221641;1;1;1;1;1
3.217536572;1;1;1;1;1
3.512435582;1;1;1;1;1
3.373117887;1;1;1;1;1
3.367579832;1;1;1;1;1
3.27322696;1;1;1;1;1
3.370203609;1;1;1;1;1
3.385551979;1;1;1;1;1
3.371379268;1;1;1;1;1
3.367219081;1;1;1;1;1
3.3707973;1;1;1;1;1
3.346201045;1;1;1;1;1
3.494527584;1;1;1;1;1
3.277122037;1;1;1;1;1
3.359894001;1;1;1;1;1
3.324528802;1;1;1;1;1
3.346524946;1;1;1;1;1
3.411339259;1;1;1;1;1
3.376723681;1;1;1;1;1
3.221956787;1;1;1;1;1
3.418103684;1;1;1;1;1
3.429271448;1;1;1;1;1
3.339699238;1;1;1;1;1
3.386491096;1;1;1;1;1
3.370839116;1;1;1;1;1
3.420692236;1;1;1;1;1
3.444976386;1;1;1;1;1
3.454734847;1;1;1;1;1
3.49681418;1;1;1;1;1
3.47439227;1;1;1;1;1
3.242290934;1;1;1;1;1
3.43909327;1;1;1;1;1
3.561737365;1;1;1;1;1
3.401736942;1;1;1;1;1
3.37465314;1;1;1;1;1
3.387872213;1;1;1;1;1
3.453541691;1;1;1;1;1
3.501575356;1;1;1;1;1
3.6020029;1;1;1;1;1
3.458965934;1;1;1;1;1
3.350091262;1;1;1;1;1
3.526583443;1;1;1;1;1
3.428179266;1;1;1;1;1
3.480763072;1;1;1;1;1
3.424517209;1;1;1;1;1
3.2498061;1;1;1;1;1
3.350581962;1;1;1;1;1
3.526197242;1;1;1;1;1
3.222129518;1;1;1;1;1
3.382136692;1;1;1;1;1
3.479697207;1;1;1;1;1
3.325027384;1;1;1;1;1
3.474665714;1;1;1;1;1
3.470731336;1;1;1;1;1
3.448735764;1;1;1;1;1
3.362407589;1;1;1;1;1
3.496220196;1;1;1;1;1
3.410584767;1;1;1;1;1
3.388183838;1;1;1;1;1
3.32934807;1;1;1;1;1
3.434411776;1;1;1;1;1
3.470146175;1;1;1;1;1
3.300446233;1;1;1;1;1
3.426586618;1;1;1;1;1
3.367252375;1;1;1;1;1
3.473998508;1;1;1;1;1
3.531075455;1;1;1;1;1
3.256633358;1;1;1;1;1
3.502012237;1;1;1;1;1
3.242111433;1;1;1;1;1
3.397615413;1;1;1;1;1
3.333812409;1;1;1;1;1
3.30874255;1;1;1;1;1
3.403329017;1;1;1;1;1
3.297938369;1;1;1;1;1
3.269099433;1;1;1;1;1
3.534809236;1;1;1;1;1
3.308433511;1;1;1;1;1
3.380384389;1;1;1;1;1
3.136240254;1;1;1;1;1
3.391146974;1;1;1;1;1
3.365888293;1;1;1;1;1
3.371081583;1;1;1;1;1
3.370025362;1;1;1;1;1
3.425895753;1;1;1;1;1
3.694308369;1;1;1;1;1
3.383186215;1;1;1;1;1
3.461415924;1;1;1;1;1
3.178347468;1;1;1;1;1
3.282906965;1;1;1;1;1
3.146571402;1;1;1;1;1
3.476494676;1;1;1;1;1
3.445339881;1;1;1;1;1
3.411770223;1;1;1;1;1
3.391861311;1;1;1;1;1
3.328056991;1;1;1;1;1
3.404033219;1;1;1;1;1
3.456624204;1;1;1;1;1
3.310498816;1;1;1;1;1
3.446574342;1;1;1;1;1
3.506143417;1;1;1;1;1
3.303570295;1;1;1;1;1
3.323580535;1;1;1;1;1
3.427866906;1;1;1;1;1
3.383072272;1;1;1;1;1
3.414312875;1;1;1;1;1
3.410327578;1;1;1;1;1
3.350450465;1;1;1;1;1
3.247334066;1;1;1;1;1
3.556748807;1;1;1;1;1
3.351612242;1;1;1;1;1
3.505400988;1;1;1;1;1
3.498808553;1;1;1;1;1
3.450365148;1;1;1;1;1
3.594050637;1;1;1;1;1
3.572428418;1;1;1;1;1
3.422697888;1;1;1;1;1
3.368071285;1;1;1;1;1
3.372869618;1;1;1;1;1
3.559312521;1;1;1;1;1
3.546837329;1;1;1;1;1
3.228670694;1;1;1;1;1
3.369736245;1;1;1;1;1
3.525813054;1;1;1;1;1
3.526935166;1;1;1;1;1
3.4089663;1;1;1;1;1
3.182784032;1;1;1;1;1
3.56438786;1;1;1;1;1
3.423817926;1;1;1;1;1
3.476435738;1;1;1;1;1
3.398401139;1;1;1;1;1
3.525916485;1;1;1;1;1
3.455128825;1;1;1;1;1
3.291265591;1;1;1;1;1
3.428723607;1;1;1;1;1
3.359126654;1;1;1;1;1
3.450908128;1;1;1;1;1
3.479806548;1;1;1;1;1
3.318881473;1;1;1;1;1
3.38076728;1;1;1;1;1
3.378402136;1;1;1;1;1
3.341982269;1;1;1;1;1
3.474310541;1;1;1;1;1
3.404325446;1;1;1;1;1
3.173827597;1;1;1;1;1
3.300281242;1;1;1;1;1
3.458929362;1;1;1;1;1
3.440005294;1;1;1;1;1
3.552490283;1;1;1;1;1
3.561488691;1;1;1;1;1
3.425322466;1;1;1;1;1
3.59434958;1;1;1;1;1
3.295784202;1;1;1;1;1
3.423214223;1;1;1;1;1
3.461594031;1;1;1;1;1
3.345362996;1;1;1;1;1
3.400450493;1;1;1;1;1
3.463429278;1;1;1;1;1
3.265702914;1;1;1;1;1
3.323761504;1;1;1;1;1
3.393849699;1;1;1;1;1
3.323798081;1;1;1;1;1
3.564868538;1;1;1;1;1
3.507318784;1;1;1;1;1
3.317426086;1;1;1;1;1
3.311064058;1;1;1;1;1
3.112226051;1;1;1;1;1
3.239675337;1;1;1;1;1
3.554163953;1;1;1;1;1
3.358506921;1;1;1;1;1
3.303878364;1;1;1;1;1
3.488076197;1;1;1;1;1
3.322040791;1;1;1;1;1
3.487409346;1;1;1;1;1
3.415259866;1;1;1;1;1
3.529039383;1;1;1;1;1
3.325363672;1;1;1;1;1
3.459841752;1;1;1;1;1
3.346080759;1;1;1;1;1
3.304601276;1;1;1;1;1
3.42300813;1;1;1;1;1
3.352988669;1;1;1;1;1
3.505378016;1;1;1;1;1
3.361179552;1;1;1;1;1
3.535161696;1;1;1;1;1
3.26058929;1;1;1;1;1
3.53541332;1;1;1;1;1
3.408326225;1;1;1;1;1
3.414973089;1;1;1;1;1
3.35393032;1;1;1;1;1
3.420861751;1;1;1;1;1
3.338168437;1;1;1;1;1
3.44474267;1;1;1;1;1
3.540674733;1;1;1;1;1
3.291067032;1;1;1;1;1
3.34054851;1;1;1;1;1
3.564366636;1;1;1;1;1
3.446736308;1;1;1;1;1
3.472989384;1;1;1;1;1
3.420250075;1;1;1;1;1
3.287142035;1;1;1;1;1
3.361113796;1;1;1;1;1
3.351165898;1;1;1;1;1
3.227321705;1;1;1;1;1
3.39305176;1;1;1;1;1
3.45854231;1;1;1;1;1
3.487139212;1;1;1;1;1
3.367599192;1;1;1;1;1
3.379976144;1;1;1;1;1
3.421441484;1;1;1;1;1
3.325034747;1;1;1;1;1
3.383610223;1;1;1;1;1
3.294936237;1;1;1;1;1
3.480548794;1;1;1;1;1
3.436586377;1;1;1;1;1
3.572445073;1;1;1;1;1
3.42247674;1;1;1;1;1
3.080905913;1;1;1;1;1
3.587863185;1;1;1;1;1
3.4770259;1;1;1;1;1
3.278558286;1;1;1;1;1
3.429970321;1;1;1;1;1
3.480411311;1;1;1;1;1
3.325382829;1;1;1;1;1
3.517229318;1;1;1;1;1
3.261666635;1;1;1;1;1
3.491290271;1;1;1;1;1
3.50678434;1;1;1;1;1
3.516125148;1;1;1;1;1
3.423150707;1;1;1;1;1
3.397981473;1;1;1;1;1
3.386958324;1;1;1;1;1
3.212427544;1;1;1;1;1
3.476703384;1;1;1;1;1
3.546288551;1;1;1;1;1
3.358081656;1;1;1;1;1
3.319766152;1;1;1;1;1
3.458868164;1;1;1;1;1
3.409046418;1;1;1;1;1
3.376443224;1;1;1;1;1
3.250118982;1;1;1;1;1
3.399528942;1;1;1;1;1
3.452560429;1;1;1;1;1
3.438544719;1;1;1;1;1
3.305939614;1;1;1;1;1
3.161988867;1;1;1;1;1
3.501411014;1;1;1;1;1
3.477572179;1;1;1;1;1
3.534548212;1;1;1;1;1
3.400601735;1;1;1;1;1
3.305813137;1;1;1;1;1
3.340653897;1;1;1;1;1
3.440801738;1;1;1;1;1
3.536467897;1;1;1;1;1
3.421320515;1;1;1;1;1
3.347195132;1;1;1;1;1
3.45567945;1;1;1;1;1
3.480510945;1;1;1;1;1
3.244471333;1;1;1;1;1
3.330551747;1;1;1;1;1
3.28888514;1;1;1;1;1
3.48990744;1;1;1;1;1
3.406761955;1;1;1;1;1
3.487929125;1;1;1;1;1
3.334537282;1;1;1;1;1
3.230381015;1;1;1;1;1
3.432472132;1;1;1;1;1
3.365130024;1;1;1;1;1
3.406780162;1;1;1;1;1
3.358373078;1;1;1;1;1
3.505704487;1;1;1;1;1
3.490786662;1;1;1;1;1
3.615674947;1;1;1;1;1
3.494176848;1;1;1;1;1
3.489764471;1;1;1;1;1
3.394725818;1;1;1;1;1
3.499385184;1;1;1;1;1
3.455601398;1;1;1;1;1
3.407089088;1;1;1;1;1
3.36919454;1;1;1;1;1
3.381217594;1;1;1;1;1
3.314451062;1;1;1;1;1
